customer_id,first_name,last_name,email,city,state,zip_code,signup_date,is_active
CUST0000029,Paula,Ford,dreilly@example.net,Annettemouth,PR,73269,2024-01-03,True
CUST0000030,Amanda,Clark,lauren51@example.org,Marymouth,RJ,49684,2022-05-30,True
CUST0000031,Courtney,Kirby,hlopez@example.com,Jenniferview,RJ,54747,2021-11-18,True
CUST0000032,Christopher,Wiley,shannon43@example.net,Gregorystad,RJ,05402,2024-04-10,True
CUST0000033,Kimberly,Gentry,zhunter@example.com,East Matthew,PR,63870,2024-04-04,True
CUST0000034,Jessica,Mills,douglas18@example.net,East Jenny,RJ,60711,2022-07-01,True
CUST0000035,Paul,Hancock,smithsarah@example.net,West Steventon,RJ,14014,2024-07-22,True
CUST0000036,Abigail,Hopkins,andrew43@example.com,East Justin,SC,70267,2023-04-29,True
CUST0000037,Luis,Alexander,nelsoneric@example.org,New Anitaville,PE,27577,2023-01-29,True
CUST0000038,Amy,Dunn,donald49@example.org,North Larry,RJ,44900,2021-02-15,True
CUST0000039,Amber,Williams,ruizemma@example.org,Brownchester,RS,51870,2024-05-24,True
CUST0000040,Harold,Carlson,tjensen@example.com,Lake Katherine,SP,70425,2022-12-28,False
CUST0000041,Christian,Livingston,fbradley@example.net,Davisport,MS,90216,2023-04-10,True
CUST0000042,Deanna,Miranda,ohall@example.org,Robertafurt,RJ,24533,2023-05-27,True
CUST0000043,Holly,Ortega,shawn01@example.com,West Timothyburgh,SP,37497,2022-10-28,True
CUST0000044,Katrina,Munoz,williamsullivan@example.net,West Angelaland,RJ,40100,2021-03-20,True
CUST0000045,Amanda,Morales,pallen@example.net,South Patrick,SP,45159,2022-12-08,True
CUST0000046,Jared,Benson,bmueller@example.net,Amybury,SC,23187,2022-08-12,True
CUST0000047,Elaine,Miller,mwilson@example.com,Angelamouth,MA,23592,2022-10-17,True
CUST0000048,Kyle,Sullivan,jenningscandace@example.com,Troyton,SP,12367,2021-01-31,True
CUST0000049,Jeff,Taylor,shermandonna@example.com,Petershire,SP,59111,2022-06-28,True
CUST0000050,James,Maldonado,kevin46@example.net,Veronicashire,SP,01565,2023-10-10,True
CUST0000051,Cheryl,Dixon,melissabrown@example.net,North Jacquelinestad,SP,14879,2022-01-20,True
CUST0000052,Michelle,Glenn,ryanlawrence@example.net,Jenniferfurt,SP,50513,2021-08-25,True
CUST0000053,Ryan,Clark,thomaslopez@example.com,Maryberg,RJ,38311,2021-06-27,True
CUST0000054,Whitney,Santiago,alexanderwong@example.org,Barrettberg,SP,11598,2023-12-23,True
CUST0000055,Derrick,Shaffer,senglish@example.net,Hansonmouth,RJ,67271,2023-07-31,True
CUST0000056,Roger,Wilkins,lkelly@example.com,New Tyronebury,SC,93841,2021-06-27,True
CUST0000057,Walter,Jenkins,arthur09@example.com,Danielfort,SP,91005,2022-04-29,True
CUST0000058,Christopher,Cross,steven18@example.net,East Thomasland,SP,90163,2022-04-30,True
CUST0000059,Cynthia,Yates,chloe58@example.org,Gibsonfort,GO,75731,2022-08-07,True
CUST0000060,Jessica,Fisher,keith09@example.net,Jessicashire,PR,34637,2021-04-29,True
CUST0000061,Bryan,Kennedy,ashleydouglas@example.com,West Toddberg,BA,66770,2022-01-13,True
CUST0000062,Chase,Bowers,david44@example.com,Lake Danielburgh,SC,78065,2023-11-29,True
CUST0000063,Joanne,Hopkins,lindsey43@example.com,Port Alison,SP,04838,2023-05-30,True
CUST0000064,Matthew,Miller,caitlinunderwood@example.com,Townsendbury,RJ,87095,2022-10-28,True
CUST0000065,Scott,Walsh,beckywilkinson@example.org,Karlaville,SP,07385,2023-10-03,True
CUST0000066,Gary,Ross,thomas83@example.com,Wellsberg,CE,70027,2024-07-01,True
CUST0000067,Monica,Smith,ureyes@example.net,North Samanthastad,RJ,57096,2022-07-17,True
CUST0000068,Cheryl,Pearson,matthew41@example.com,Murraybury,BA,96748,2024-01-04,True
CUST0000069,Emily,Townsend,erica25@example.net,Lake Alanland,SP,02068,2023-03-22,False
CUST0000070,Robert,Fox,ubell@example.com,Jamestown,SP,81686,2024-06-09,False
CUST0000071,Christopher,Mays,stephanielittle@example.net,North Melissaberg,SC,49778,2022-12-24,True
CUST0000072,Diana,Yoder,pauladominguez@example.com,Stevenland,PR,84227,2022-02-21,True
CUST0000073,Shawn,Carney,qschwartz@example.com,Fernandoland,SP,36845,2021-05-15,True
CUST0000074,Kimberly,Reyes,wendy44@example.org,Jonesborough,RJ,80494,2024-03-11,True
CUST0000075,Philip,Brewer,thomaskayla@example.org,South Jenniferville,RS,05070,2022-08-12,True
CUST0000076,Charles,Duncan,kimberly07@example.org,North Elizabethview,MG,20372,2022-05-20,True
CUST0000077,Isabel,Conway,robertsonshelby@example.com,Grahamland,SP,71296,2024-05-24,True
CUST0000078,Jeremiah,Cruz,imartinez@example.com,Evelynfurt,SP,07735,2023-07-16,True
CUST0000079,Cynthia,Benjamin,diazmelissa@example.com,Port Steveport,SP,85408,2021-01-16,True
CUST0000080,James,Spencer,tguerrero@example.net,Mosleystad,SP,64267,2022-01-10,True
CUST0000081,Christopher,Chen,donaldlee@example.net,South Paul,MG,71352,2024-03-23,True
CUST0000082,Dawn,Porter,blevy@example.org,Brianton,RJ,53651,2024-01-11,True
CUST0000083,David,Roman,ibentley@example.org,North Benjamin,SC,19059,2021-05-25,True
CUST0000084,Tracy,Smith,sanchezdeborah@example.org,Lake Brendan,RJ,40784,2022-01-13,True
CUST0000085,Lori,Davis,marybrown@example.org,South Brookebury,MG,08772,2023-01-06,True
CUST0000086,Linda,Simmons,rnguyen@example.net,West Mary,RJ,28449,2024-03-04,True
CUST0000087,Kathryn,Watkins,bryan42@example.com,Lake Mitchell,RJ,22128,2022-12-06,True
CUST0000088,Samuel,Frost,andersonkylie@example.net,Stricklandtown,SP,64328,2021-07-07,True
CUST0000089,Christopher,Smith,mannbrittney@example.com,Steelefort,SP,91249,2024-02-29,True
CUST0000090,David,Thomas,alexandra63@example.org,New Hectorfort,SC,80723,2021-10-15,True
CUST0000091,Stephanie,Burton,michael08@example.org,North Valerie,PR,13042,2022-03-06,True
CUST0000092,Christine,Huffman,stevensims@example.org,Brianville,MS,20059,2023-03-26,True
CUST0000093,Gina,Schmitt,kjimenez@example.net,North Deannaport,MS,27972,2024-07-17,True
CUST0000094,Ryan,Cook,vwilliams@example.org,East Kristen,SP,64078,2021-10-06,True
CUST0000095,Zachary,Jones,jenniferwatkins@example.com,Gonzalezmouth,PR,30655,2021-07-16,True
CUST0000096,Kimberly,Nguyen,youngrobert@example.org,Vanceland,MT,62234,2023-05-10,True
CUST0000097,Brenda,Brown,nthomas@example.com,South Nathaniel,PA,60497,2023-09-18,False
CUST0000098,Jennifer,Chen,james20@example.net,West Derekmouth,MG,60607,2021-01-20,True
CUST0000099,Robert,Wolf,oliviamunoz@example.net,New Tara,RJ,30608,2022-11-16,True
CUST0000100,Christopher,Vincent,natkins@example.net,Hoodview,PB,02402,2022-01-28,False
CUST0000101,Jessica,Fitzgerald,johnhamilton@example.org,New Rachel,RJ,55259,2024-07-01,True
CUST0000102,Tina,Williams,gquinn@example.org,Schmidtfort,MG,91812,2023-06-16,True
CUST0000103,Lori,Chavez,christophermullins@example.net,Dodsonberg,SP,47477,2021-08-20,True
CUST0000104,Kenneth,Holland,smithelizabeth@example.org,Hodgeshire,MA,03700,2021-05-13,False
CUST0000105,Tiffany,Ford,morgansullivan@example.com,Padillatown,SP,82723,2024-04-02,True
CUST0000106,Chad,Barry,alyssa46@example.com,Port Gail,MG,81825,2023-08-19,True
CUST0000107,Nicole,Fitzgerald,robertsonrenee@example.com,North Patrickmouth,MG,81652,2022-12-01,False
CUST0000108,Blake,Richardson,castrokim@example.org,Johnville,SP,85571,2023-07-04,False
CUST0000109,Timothy,Crosby,karenhodges@example.com,Rachaelhaven,SP,89659,2023-08-23,True
CUST0000110,Rodney,Brown,michael78@example.net,South Jenniferside,PB,38808,2021-06-04,False
CUST0000111,Shannon,Richardson,lopeznicole@example.org,South Rachaelport,SP,10586,2021-11-24,True
CUST0000112,Daniel,Hill,tylergolden@example.net,West Robertside,SP,17806,2022-01-08,True
CUST0000113,Thomas,Fisher,carterbryan@example.org,Robertmouth,SP,86452,2021-01-05,True
CUST0000114,Debbie,Nguyen,kellis@example.org,Georgeview,PR,30225,2022-12-31,True
CUST0000115,Todd,Arellano,hernandezjustin@example.org,Lake Amanda,SP,24392,2024-01-04,True
CUST0000116,Teresa,Franco,evanwilson@example.com,South Jorge,CE,24683,2021-04-21,True
CUST0000117,Jamie,Mann,tiffany25@example.com,New Kevin,ES,03767,2024-05-08,True
CUST0000118,Richard,Porter,staciereilly@example.org,Lake Amyhaven,MG,43922,2024-06-02,False
CUST0000119,Deborah,Phillips,tara92@example.net,Morganville,RJ,96398,2023-04-26,True
CUST0000120,Timothy,Williams,parkerrichard@example.org,Howardmouth,SP,07714,2022-02-17,True
CUST0000121,Cathy,Lee,kimberlywang@example.org,North Amandamouth,SP,89245,2021-09-15,True
CUST0000122,Emily,Miller,ulee@example.net,Lake Michaelberg,MG,94343,2024-07-04,True
CUST0000123,Melissa,Wood,alexander55@example.com,Sawyerland,SP,28772,2021-07-13,True
CUST0000124,Jessica,Wallace,slara@example.org,Chandlerchester,SP,18794,2022-09-18,False
CUST0000125,Mary,Harper,jaredwells@example.net,Carlshire,MG,99606,2023-02-07,True
CUST0000126,Nicholas,Smith,robert87@example.net,East Jacob,MG,50540,2022-11-03,True
CUST0000127,Keith,Henry,mary47@example.net,Walkertown,RS,20689,2021-02-10,True
CUST0000128,Jose,Blanchard,qmartinez@example.com,Whitebury,PB,04229,2024-07-22,False
CUST0000129,David,Ramirez,georgemichael@example.com,Oneillfort,MG,91497,2021-02-02,False
CUST0000130,Loretta,Brooks,brucefrancisco@example.org,West Steven,RS,91370,2022-02-23,True
CUST0000131,Derek,Martin,michael50@example.com,Alyssaland,SC,67854,2021-09-30,True
CUST0000132,James,Burton,georgegary@example.com,Margaretport,RS,36081,2022-03-09,True
CUST0000133,Gina,Barker,fergusonmichael@example.org,East Aprilstad,MG,64057,2023-09-14,True
CUST0000134,Robert,Mccall,curtismoore@example.org,Port Penny,MT,80904,2023-01-01,True
CUST0000135,Hannah,Cisneros,butlersabrina@example.org,North Timothy,SP,41339,2023-11-08,True
CUST0000136,Hannah,Taylor,mpreston@example.net,Geraldport,SP,04270,2022-10-02,True
CUST0000137,Julie,Wilson,melissathomas@example.org,Davidberg,SP,10803,2022-09-15,True
CUST0000138,Roger,Hines,joneskim@example.com,East Danielhaven,MG,78249,2022-12-08,True
CUST0000139,Brian,Wilson,bradley40@example.org,New Jamieborough,SP,24720,2021-06-30,False
CUST0000140,Ellen,Johnson,meghanmcmahon@example.net,Michaelhaven,RJ,95994,2023-03-11,True
CUST0000141,Chloe,Wagner,garciabelinda@example.org,Lake James,SP,37444,2023-04-23,True
CUST0000142,George,Webster,beltrancorey@example.org,Richardsonshire,SP,24765,2023-03-17,True
CUST0000143,Scott,Rosario,maryzavala@example.com,New Jeremy,SC,15291,2023-08-30,True
CUST0000144,Kathleen,Edwards,irodriguez@example.com,Janetside,SP,95152,2022-02-19,True
CUST0000145,Billy,Murphy,cruzstephen@example.net,Gloriamouth,AM,30106,2022-11-12,False
CUST0000146,Angela,Roberts,elopez@example.com,Harryfort,MG,88593,2021-02-14,False
CUST0000147,Daniel,Kim,wilsonralph@example.net,Lake Saraburgh,RS,08982,2022-01-07,True
CUST0000148,Michael,Gonzalez,brookeewing@example.org,Port Roger,SP,65920,2021-01-22,True
CUST0000149,Joshua,Reeves,katelyn65@example.com,Archerhaven,SP,37055,2024-07-31,False
CUST0000150,Dylan,Gibson,kingtyler@example.net,North Cory,RJ,07428,2021-07-02,True
CUST0000151,Maria,Jimenez,stantonpatrick@example.net,Ericville,SP,10530,2024-01-19,True
CUST0000152,Donna,Meyer,msparks@example.com,Henryview,PR,71599,2022-10-08,True
CUST0000153,Matthew,Heath,cisnerosanthony@example.com,South Shannonfurt,MS,58507,2022-01-14,True
CUST0000154,Steve,Johnson,nicole27@example.com,West Jennifer,SP,64392,2021-10-24,False
CUST0000155,Kathryn,Carroll,rkeller@example.net,Alvarezburgh,MG,66913,2021-08-01,False
CUST0000156,Brian,Baker,wjensen@example.com,Bryanshire,SP,06414,2024-05-12,False
CUST0000157,David,Richardson,hubbardcolleen@example.com,South Michaelstad,RJ,54493,2024-05-08,True
CUST0000158,Michael,Stanley,jimmycollins@example.org,Port Kevinmouth,BA,22754,2022-03-16,True
CUST0000159,Andrew,Nguyen,bbarrett@example.net,Adamsfort,BA,77569,2023-06-20,False
CUST0000160,Andrew,Stewart,gmorris@example.com,Lake Emilymouth,MG,65608,2021-08-19,True
CUST0000161,Wesley,Hubbard,garrett45@example.com,South Cynthia,MG,10373,2022-06-01,True
CUST0000162,Mary,Herrera,joseph49@example.com,New Julia,MG,12554,2022-12-09,False
CUST0000163,Jennifer,Lane,joshua98@example.com,Clarkland,PE,85899,2023-12-20,True
CUST0000164,Madison,Wagner,ryan85@example.org,Moraleshaven,RJ,59906,2024-04-19,True
CUST0000165,Emily,Kelley,burtonzachary@example.org,Lewismouth,SP,35619,2023-01-05,True
CUST0000166,Sharon,Patel,umichael@example.net,New Jamesmouth,BA,19866,2022-08-23,False
CUST0000167,John,Francis,megan65@example.org,Port Robert,SC,38124,2023-10-10,False
CUST0000168,Debbie,Scott,richardwilson@example.org,East Lauraport,MG,61339,2021-02-27,True
CUST0000169,Todd,Esparza,clucas@example.org,West Derek,PB,34369,2022-05-31,False
CUST0000170,Kristine,Ramirez,dawnwilliams@example.net,Caseyton,PE,11501,2022-11-15,True
CUST0000171,Lee,Evans,lesterrichard@example.com,South Sherryberg,GO,31439,2021-01-24,True
CUST0000172,Daniel,Navarro,boydmaria@example.net,Tylerland,RJ,31706,2023-10-15,False
CUST0000173,Carol,Mejia,mark96@example.net,South Jeffery,SP,14501,2024-04-29,False
CUST0000174,Gregory,Booker,lortiz@example.org,Fergusonville,RJ,41983,2023-12-13,True
CUST0000175,Amy,Wells,sylviasuarez@example.org,Thomasstad,SP,40893,2022-05-26,False
CUST0000176,Andrew,Rasmussen,skinnereileen@example.org,West Angela,CE,41037,2022-08-14,False
CUST0000177,Danielle,Haynes,nicholsjoel@example.com,Smithfurt,RS,33994,2024-03-25,True
CUST0000178,Kevin,Mayer,kennethvillarreal@example.org,Welchchester,MG,04941,2023-08-18,True
CUST0000179,Joshua,Miller,aruiz@example.com,Mcdowellville,RS,21517,2022-03-23,False
CUST0000180,Holly,Hunter,robert85@example.com,Port Brettburgh,SC,83096,2022-11-06,False
CUST0000181,Scott,Davidson,moralescourtney@example.com,North Erichaven,SC,94029,2023-12-30,False
CUST0000182,Tara,Rivas,melaniejennings@example.com,Mendozaberg,RJ,34668,2023-12-15,True
CUST0000183,Glenn,Watkins,lauren31@example.com,Hunterfurt,SP,75263,2022-05-19,True
CUST0000184,Jeffrey,Vaughan,rebeccamccann@example.org,Jacquelineburgh,SP,07026,2022-08-06,True
CUST0000185,Richard,Patterson,edward52@example.net,North Jenniferchester,SP,59969,2022-10-03,True
CUST0000186,Margaret,Snyder,jenniferlee@example.com,Juliefurt,SC,17566,2021-09-22,True
CUST0000187,Ryan,Clark,wandacampbell@example.net,South Henry,RS,19630,2022-08-18,True
CUST0000188,Anthony,Cherry,christinesolomon@example.com,Millerfort,SP,17960,2023-06-25,True
CUST0000189,Monica,Mccann,tmcdaniel@example.com,Fitzgeraldview,RJ,10076,2022-01-30,True
CUST0000190,Cody,Brown,sarah75@example.net,North Jonfurt,RS,40151,2024-06-03,True
CUST0000191,Tiffany,Lambert,tammyhansen@example.net,West Geoffrey,SP,65098,2023-04-30,True
CUST0000192,Sarah,Humphrey,christopherpage@example.com,West Darryl,RJ,06289,2022-06-21,False
CUST0000193,Tiffany,Porter,julie64@example.com,Zacharychester,SP,22125,2022-10-22,True
CUST0000194,Leslie,Vang,angelalivingston@example.net,Brownberg,RJ,07653,2022-04-15,True
CUST0000195,Jerry,Johnson,frank76@example.org,Williamsstad,RJ,93434,2023-01-21,True
CUST0000196,Ann,Ellis,singletonmichelle@example.org,Claytonport,RJ,24179,2022-07-12,True
CUST0000197,Mary,Brady,anna93@example.net,New Katieburgh,AL,55081,2022-04-04,True
CUST0000198,Samantha,Sanchez,vrhodes@example.org,Erinville,BA,52165,2022-09-07,True
CUST0000199,Nathaniel,Hickman,hooderic@example.org,Rivasfort,MG,60014,2023-12-02,True
CUST0000200,Courtney,Adams,riverabradley@example.net,Nguyenshire,MT,17451,2023-08-01,True
CUST0000201,Jason,Williams,marcus01@example.net,Davisview,BA,23833,2022-03-21,True
CUST0000202,John,Wise,ndavis@example.org,Chanport,SP,85326,2024-05-30,True
CUST0000203,Karen,Valdez,evanslaurie@example.net,Rebeccaberg,RS,47561,2023-08-23,True
CUST0000204,Elizabeth,Collier,tracymcclure@example.com,Annachester,SC,12326,2024-04-07,True
CUST0000205,Katherine,Shepherd,ryansimmons@example.org,Teresabury,BA,85384,2023-09-03,True
CUST0000206,Gina,Moore,prose@example.net,West Taylorland,RS,63102,2021-03-03,True
CUST0000207,Kevin,Joyce,mckenzie86@example.com,New Charleston,RJ,67795,2023-06-20,True
CUST0000208,Daniel,Coleman,marshalljennifer@example.com,Jonathanland,SP,66488,2022-04-04,True
CUST0000209,Allen,Yang,lwhite@example.com,North Robertport,RJ,41650,2021-11-08,True
CUST0000210,Brenda,Gibson,qhanson@example.com,East Jacob,MG,98415,2022-07-23,True
CUST0000211,Tina,Green,hamiltonandrew@example.com,North Georgefort,GO,60815,2024-07-14,True
CUST0000212,Heather,Melton,nturner@example.com,Ballardland,GO,16896,2023-01-19,False
CUST0000213,Derek,Lee,hortonjacob@example.org,South Deborah,SP,85663,2022-06-11,True
CUST0000214,John,Wilkinson,christophercarrillo@example.org,Hendersonville,RJ,22272,2021-04-27,True
CUST0000215,Rachel,Rodgers,emaynard@example.org,Richardsborough,MT,39145,2023-11-17,True
CUST0000216,Ashley,Bass,cookcurtis@example.net,Pettyfort,MS,97111,2024-08-06,True
CUST0000217,Beth,Simon,benjamin67@example.net,Hallton,RJ,69747,2024-05-13,True
CUST0000218,Andrew,Ray,adamsdeborah@example.com,South Cindystad,SP,59263,2021-07-11,True
CUST0000219,Heidi,Smith,jessica75@example.com,New Jeffrey,RS,90281,2023-11-11,True
CUST0000220,Matthew,Guzman,sanderson@example.net,Moyerstad,RJ,62409,2023-09-19,False
CUST0000221,Lauren,Richard,justincurry@example.net,Andersonborough,SP,20989,2021-12-30,True
CUST0000222,Catherine,Garcia,fhahn@example.com,East Angela,RS,02877,2023-05-23,True
CUST0000223,Michael,Green,greggvillarreal@example.net,Port Brycechester,RS,15439,2023-10-04,True
CUST0000224,Christina,Martinez,tomchaney@example.com,Port Natalieview,BA,20316,2023-12-26,True
CUST0000225,Melissa,Russo,mccarthysara@example.com,Estesville,RJ,14380,2021-08-06,True
CUST0000226,Kimberly,Lynch,colonbobby@example.org,Lake David,SP,27421,2023-02-05,True
CUST0000227,Rhonda,Moore,jean87@example.net,East Deborahmouth,SP,18559,2023-04-16,True
CUST0000228,David,Harris,ahammond@example.org,Petersonhaven,RJ,22948,2023-11-08,False
CUST0000229,Christopher,Watson,qward@example.org,Port Karen,PR,55776,2023-04-20,True
CUST0000230,Kristin,Taylor,agutierrez@example.com,Sherrymouth,PR,19583,2021-08-29,False
CUST0000231,Kayla,Robbins,millerleroy@example.org,Brownton,RS,87031,2024-07-19,True
CUST0000232,Sandra,Hernandez,levinetina@example.net,Robertside,RJ,40389,2022-03-11,True
CUST0000233,Jennifer,Edwards,alan48@example.net,Lake Richard,RJ,84895,2022-11-20,True
CUST0000234,Jamie,Stephens,zterry@example.net,Roweport,SP,11547,2022-07-18,True
CUST0000235,Benjamin,Cook,abigailfernandez@example.org,New Andreahaven,PR,45158,2023-04-26,False
CUST0000236,Katherine,Moore,zamoraamber@example.com,Port Kim,RS,95726,2021-04-05,True
CUST0000237,Roberto,Wagner,skinnerjordan@example.net,Davidville,SP,59317,2021-07-09,False
CUST0000238,Kenneth,Doyle,pmorgan@example.net,West Kevin,BA,87915,2021-05-23,True
CUST0000239,Kristen,Espinoza,jenniferstone@example.org,West Zacharyborough,RS,47853,2023-07-17,False
CUST0000240,Shawn,Thomas,fpoole@example.org,South Pamelafort,SP,28653,2022-06-03,True
CUST0000241,Sean,Wood,hchapman@example.com,Breannachester,SP,58183,2023-05-28,True
CUST0000242,Hannah,Gould,jcolon@example.net,South Jennifer,BA,17459,2023-05-11,True
CUST0000243,Tammy,Palmer,bensonstanley@example.org,New Mike,SP,16067,2021-12-28,True
CUST0000244,Carolyn,Ortiz,woodkeith@example.net,North Nathan,SP,49582,2023-07-15,True
CUST0000245,Kevin,Tucker,douglaslawrence@example.org,Pamelaborough,CE,24497,2021-08-13,False
CUST0000246,Lori,Burns,kelleycarlos@example.org,Olsonport,MG,74656,2024-05-25,True
CUST0000247,Shaun,Morgan,ualvarez@example.net,Port Dillon,RS,83923,2021-02-10,True
CUST0000248,Steven,Cole,uhernandez@example.com,Port Colleenchester,RJ,51256,2024-05-09,True
CUST0000249,Jesse,Foster,rubiopamela@example.net,Debbieburgh,SP,93196,2021-09-28,True
CUST0000250,Angel,Mccoy,ann18@example.org,New Amber,SP,99803,2022-10-16,True
CUST0000251,Brian,Hudson,karenshaw@example.org,Lake Sharonburgh,SC,02987,2023-01-10,True
CUST0000252,Joshua,Harris,imiller@example.net,Richardton,RJ,64919,2023-07-12,True
CUST0000253,Michelle,Johnson,bwhite@example.net,Patrickland,MG,15527,2023-08-14,True
CUST0000254,Tina,Weaver,douglas41@example.org,Stephanieburgh,SC,08222,2023-10-21,True
CUST0000255,Christina,Nguyen,reeveskenneth@example.org,Douglasmouth,RJ,34308,2021-02-18,True
CUST0000256,Nicholas,Carey,williamsjohn@example.net,South William,RJ,66616,2022-09-16,True
CUST0000257,Paul,Wilson,floresangela@example.org,Johnsonbury,SP,02941,2024-01-12,False
CUST0000258,Joseph,Richmond,sanchezangela@example.org,Ashleymouth,SP,11499,2021-05-06,True
CUST0000259,Meghan,Mason,nathanielgalloway@example.org,Aliside,SP,59711,2021-07-16,True
CUST0000260,Bobby,Hess,denise20@example.org,Nelsonview,RS,89629,2023-05-02,True
CUST0000261,Omar,Bell,brendadixon@example.org,Lake Amanda,RJ,09667,2023-07-18,True
CUST0000262,Kevin,Foster,rivasjessica@example.com,Clarkhaven,RJ,42221,2023-07-30,True
CUST0000263,Nicole,Dougherty,tiffany74@example.org,Matthewmouth,SC,79080,2021-06-27,False
CUST0000264,Mark,Sloan,deborahsmith@example.com,North Emilychester,RS,73349,2024-04-09,True
CUST0000265,Paula,Warner,ymedina@example.net,New Anthonymouth,CE,88613,2022-10-31,True
CUST0000266,David,Stanton,wcarey@example.com,Port Katrina,SP,91862,2022-06-11,True
CUST0000267,Tonya,Martinez,sharon70@example.org,Port Juanstad,RJ,25602,2024-02-08,True
CUST0000268,Christopher,Austin,lindsey33@example.com,Benjaminfort,RJ,92781,2023-10-31,True
CUST0000269,Jasmine,Clark,traceylittle@example.org,Ashleyfort,MA,22845,2023-12-03,False
CUST0000270,Andrea,Keller,cameronanderson@example.org,West Sarah,SP,30380,2024-07-16,True
CUST0000271,Nicole,Daniel,james08@example.net,Erinmouth,RJ,00757,2024-03-02,True
CUST0000272,Sharon,Davidson,nashmarcus@example.com,Davidhaven,BA,61657,2023-05-15,True
CUST0000273,Tyler,Holmes,stephensonjeffrey@example.com,Patelmouth,PB,01177,2023-05-23,True
CUST0000274,Philip,Cook,mooneyjeremiah@example.net,Rosariobury,SP,26306,2022-07-04,False
CUST0000275,Frank,Collins,johnsonryan@example.org,Marybury,PA,14635,2022-10-20,False
CUST0000276,Thomas,Benjamin,underwoodapril@example.org,Port Carolmouth,PR,13040,2022-03-23,True
CUST0000277,Colleen,Riley,villegassabrina@example.com,Pamelaland,RJ,17217,2023-06-17,True
CUST0000278,Bryan,Lang,turnerconnie@example.org,Lake Brianton,SP,39156,2023-01-20,True
CUST0000279,Melissa,Morales,mhall@example.net,South Patrickchester,SP,81793,2024-08-06,True
CUST0000280,Christine,Morgan,gibsonmark@example.org,North Alexanderland,SP,78211,2022-03-09,True
CUST0000281,Kristine,Lee,danascott@example.com,Hardymouth,BA,24870,2024-08-05,True
CUST0000282,John,Robles,andersonbreanna@example.net,Larryside,SC,19588,2023-08-24,True
CUST0000283,Dylan,Parker,kelly08@example.net,North John,RS,73829,2021-02-10,True
CUST0000284,Michele,Henderson,tiffanydavidson@example.org,West Jaimefort,RS,91567,2023-12-14,True
CUST0000285,Heather,Mcdonald,melissa95@example.net,Robertburgh,SP,14243,2023-12-28,True
CUST0000286,Shawn,Mccormick,crawfordsamantha@example.net,Lake Jerry,ES,82279,2022-06-30,True
CUST0000287,Jason,Castillo,lindsay63@example.com,Port Veronica,PE,48056,2023-05-30,True
